44,10,33,6,1,6
20,19,23,21,5,12
24,39,16,3,14,4
8,58,16,1,5,12
8,14,5,31,14,28
2,15,26,3,47,7
43,3,5,1,23,25
14,9,31,34,6,6
5,4,4,58,17,12
20,1,51,22,5,1
17,8,5,22,3,45
2,23,1,26,30,18
28,1,8,14,38,11
25,9,20,6,36,4
4,21,3,22,36,14
65,16,4,3,5,7
21,3,22,20,5,29
3,12,2,64,15,4
5,11,50,8,3,23
14,18,1,41,19,7
20,21,5,9,42,3
12,28,8,32,9,11
12,9,18,21,21,19
6,4,24,47,16,3
9,18,9,51,1,12
9,40,19,11,13,8
36,1,36,6,8,13
28,26,10,3,10,23
12,11,6,31,8,32
16,9,25,14,32,4
10,18,4,3,31,34
22,10,22,5,23,18
9,28,3,14,3,43
7,16,38,28,4,7
24,3,4,10,28,31
17,44,8,10,3,18
8,16,6,27,30,13
1,19,33,27,7,13
14,15,18,5,28,20
7,19,10,51,8,5
9,11,10,40,10,20
15,26,26,6,26,1
1,56,2,33,7,1
21,39,17,1,21,1
26,17,29,13,12,3
16,46,5,11,15,7
5,16,32,9,1,37
26,20,3,16,23,12
13,13,25,5,22,22
1,9,4,26,52,8
20,1,10,16,27,26
40,38,6,9,6,1
21,21,34,4,16,4
17,2,38,9,5,29
2,21,6,2,35,34
1,38,6,41,12,2
19,8,7,19,17,30
6,39,8,28,14,5
25,8,14,47,3,3
32,9,1,46,11,1
4,18,14,3,54,7
6,12,1,34,35,12
9,4,4,53,22,8
21,21,13,4,8,33
20,12,13,3,51,1
1,24,8,10,43,14
14,9,24,14,34,5
22,5,24,18,20,11
4,21,43,6,9,17
12,12,30,10,26,10
12,13,13,5,24,33
20,30,25,5,10,10
9,13,23,43,2,10
52,1,3,15,4,25
3,10,39,6,13,29
43,8,5,4,13,27
25,19,8,15,14,19
12,1,40,6,3,38
11,51,14,17,3,4
12,28,3,17,29,11
13,17,6,34,4,26
19,17,9,28,1,26
11,15,19,8,37,10
41,1,10,8,10,30
9,5,6,9,32,39
2,44,2,23,22,7
7,41,11,7,14,20
2,10,25,2,17,44
12,10,48,15,1,14
4,7,7,57,5,20
47,2,28,1,15,7
