29,13,32,26
19,23,31,27
90,4,5,1
35,40,20,5
33,5,38,24
38,2,57,3
83,3,3,11
29,17,49,5
62,15,2,21
10,7,51,32
10,58,15,17
33,12,54,1
71,3,5,21
4,9,73,14
36,27,7,30
18,30,45,7
34,50,10,6
46,10,20,24
21,35,38,6
1,4,61,34
42,8,15,35
13,78,4,5
15,56,18,11
7,88,3,2
30,54,12,4
35,17,44,4
16,18,25,41
41,28,20,11
4,49,4,43
42,7,23,28
22,13,27,38
40,43,1,16
49,1,1,49
20,23,18,39
4,32,7,57
35,9,20,36
32,11,49,8
20,30,45,5
23,30,35,12
54,14,30,2
27,37,20,16
39,49,7,5
52,4,34,10
1,27,70,2
70,17,10,3
25,25,3,47
14,22,26,38
81,15,2,2
27,44,27,2
7,32,41,20
64,13,11,12
4,49,18,29
3,60,15,22
8,44,29,19
30,6,40,24
25,42,8,25
8,24,61,7
17,17,34,32
11,25,44,20
1,71,11,17
5,30,3,62
35,27,22,16
9,15,15,61
42,5,31,22
48,5,29,18
29,11,6,54
6,17,68,9
7,34,54,5
24,18,41,17
4,44,49,3
63,2,26,9
5,53,39,3
8,39,44,9
29,26,13,32
36,5,22,37
2,3,12,83
2,41,22,35
56,2,17,25
11,1,2,86
16,10,41,33
35,10,41,14
33,22,21,24
4,63,15,18
9,12,24,55
7,33,24,36
60,28,11,1
26,26,1,47
8,18,25,49
2,24,45,29
6,25,10,59
44,7,44,5
24,17,40,19
49,5,18,28
41,3,2,54
44,28,10,18
22,8,47,23
7,23,17,53
18,46,5,31
38,9,6,47
30,1,8,61
45,38,4,13
32,32,31,5
64,10,10,16
68,4,13,15
12,6,42,40
63,8,12,17
4,35,18,43
15,39,1,45
73,3,5,19
2,8,3,87
44,28,27,1
77,2,8,13
5,65,23,7
36,3,30,31
61,5,30,4
45,10,2,43
2,27,34,37
21,27,11,41
23,6,25,46
83,4,12,1
22,34,41,3
54,18,15,13
34,10,6,50
15,22,36,27
32,34,16,18
2,31,4,63
25,4,13,58
53,1,10,36
27,61,9,3
9,10,14,67
30,15,42,13
4,37,13,46
20,1,60,19
40,22,35,3
22,54,4,20
23,45,13,19
13,69,3,15
1,42,22,35
56,17,21,6
1,60,11,28
24,41,20,15
1,45,29,25
4,15,53,28
20,38,22,20
23,19,17,41
37,5,36,22
10,6,71,13
6,3,52,39
2,11,76,11
35,19,20,26
3,22,71,4
17,25,16,42
37,17,16,30
37,20,11,32
36,18,11,35
17,6,46,31
48,42,6,4
13,5,36,46
38,53,6,3
50,3,15,32
69,6,2,23
33,49,16,2
2,2,5,91
14,20,38,28
28,51,4,17
3,7,71,19
21,23,36,20
31,33,2,34
73,19,6,2
8,58,17,17
6,35,57,2
21,43,5,31
61,16,1,22
28,8,50,14
22,74,3,1
8,38,36,18
13,30,52,5
18,16,11,55
18,67,5,10
8,42,46,4
30,32,33,5
14,26,25,35
11,6,19,64
8,35,29,28
68,25,2,5
18,28,2,52
14,65,13,8
42,20,15,23
4,28,63,5
13,56,4,27
3,2,75,20
15,4,51,30
17,19,61,3
35,38,16,11
16,40,22,22
18,1,48,33
60,8,1,31
7,69,3,21
10,15,37,38
38,27,19,16
50,5,43,2
8,25,46,21
16,1,31,52
42,9,48,1
14,50,23,13
22,14,2,62
32,34,25,9
2,61,3,34
10,8,69,13
14,18,42,26
20,15,44,21
32,2,6,60
43,14,15,28
13,2,69,16
9,3,55,33
2,83,7,8
34,8,2,56
28,4,25,43
14,58,16,12
27,8,37,28
21,55,9,15
28,9,44,19
34,52,5,9
17,28,50,5
15,45,16,24
8,51,39,2
7,14,50,29
15,48,8,29
13,20,9,58
24,45,10,21
18,3,26,53
25,46,19,10
37,12,42,9
11,30,33,26
69,1,6,24
24,26,35,15
52,16,12,20
6,45,29,20
42,31,21,6
7,34,38,21
51,7,1,41
47,24,3,26
10,7,6,77
38,13,48,1
36,2,46,16
53,31,10,6
33,1,55,11
33,11,25,31
9,33,20,38
12,41,30,17
9,45,14,32
22,10,35,33
13,3,25,59
27,36,6,31
1,21,77,1
64,2,23,11
8,16,72,4
17,67,12,4
7,24,45,24
37,10,27,26
12,73,11,4
10,14,25,51
12,8,13,67
1,42,33,24
50,37,1,12
17,73,6,4
25,25,35,15
6,27,25,42
22,6,34,38
9,21,13,57
15,54,1,30
32,52,2,14
74,4,16,6
43,20,11,26
59,15,15,11
2,10,22,66
16,2,75,7
37,41,19,3
7,26,3,64
51,15,31,3
12,35,26,27
31,22,15,32
4,48,47,1
5,5,60,30
1,58,31,10
11,17,55,17
1,4,84,11
62,26,7,5
30,19,41,10
13,10,40,37
5,21,47,27
41,18,33,8
19,10,33,38
15,24,1,60
10,56,6,28
62,19,3,16
6,30,14,50
9,50,7,34
40,19,3,38
45,10,32,13
30,31,18,21
12,24,36,28
9,10,4,77
67,23,7,3
18,4,16,62
46,29,9,16
15,14,9,62
18,4,34,44
33,51,1,15
24,18,24,34
79,5,3,13
11,17,4,68
52,36,9,3
48,1,11,40
32,5,24,39
16,62,6,16
59,9,15,17
66,17,4,13
17,28,33,22
1,63,25,11
19,11,7,63
8,38,20,34
23,10,36,31
41,7,47,5
13,9,44,34
48,2,33,17
64,15,14,7
43,33,8,16
11,52,14,23
4,35,41,20
28,24,15,33
1,20,34,45
50,41,7,2
36,39,7,18
35,16,20,29
46,1,25,28
12,48,39,1
3,4,6,87
11,16,15,58
6,24,31,39
23,3,7,67
21,15,30,34
3,75,12,10
47,2,49,2
21,1,73,5
44,26,3,27
5,47,16,32
23,11,33,33
18,36,44,2
9,19,34,38
28,48,5,19
18,12,54,16
29,58,8,5
15,29,38,18
1,24,45,30
1,31,12,56
33,5,7,55
23,25,22,30
41,26,28,5
1,47,47,5
17,5,56,22
30,8,5,57
45,3,35,17
11,17,22,50
9,42,9,40
15,6,50,29
25,17,51,7
16,46,17,21
9,22,16,53
7,44,47,2
22,13,54,11
4,27,53,16
5,25,21,49
5,58,21,16
17,29,11,43
2,14,18,66
3,25,40,32
14,45,6,35
41,41,8,10
38,26,13,23
16,10,32,42
51,2,12,35
16,39,39,6
54,3,13,30
11,3,46,40
1,15,32,52
1,26,56,17
53,30,16,1
42,34,15,9
1,70,26,3
7,11,74,8
26,28,19,27
33,54,11,2
5,74,5,16
34,37,20,9
8,29,42,21
31,46,22,1
2,13,35,50
3,23,56,18
26,13,51,10
56,11,24,9
21,56,1,22
68,12,15,5
3,62,29,6
51,37,1,11
2,9,41,48
28,12,32,28
1,68,27,4
4,64,16,16
23,3,3,71
12,5,28,55
15,43,22,20
4,36,39,21
19,6,25,50
42,26,30,2
47,27,23,3
10,40,37,13
8,5,22,65
23,31,16,30
13,34,48,5
12,12,63,13
50,19,3,28
58,12,9,21
16,15,48,21
4,25,5,66
16,9,26,49
37,44,11,8
13,9,18,60
1,14,58,27
16,57,19,8
11,22,33,34
4,41,51,4
23,13,4,60
16,43,31,10
9,10,27,54
11,55,6,28
4,23,17,56
20,48,26,6
61,13,25,1
67,8,22,3
69,7,6,18
22,64,6,8
35,28,17,20
21,46,11,22
11,15,40,34
25,1,49,25
20,25,53,2
3,48,1,48
38,9,22,31
18,10,24,48
38,31,6,25
37,26,26,11
49,17,14,20
34,41,9,16
2,43,29,26
21,27,30,22
6,8,46,40
17,47,8,28
22,19,17,42
54,2,19,25
25,1,8,66
9,9,13,69
9,2,74,15
2,47,5,46
2,54,35,9
18,26,1,55
10,3,12,75
6,13,32,49
44,7,30,19
5,83,3,9
35,23,6,36
39,12,41,8
8,39,32,21
77,3,4,16
51,3,10,36
23,14,30,33
1,81,7,11
30,41,23,6
1,17,33,49
76,10,2,12
71,9,7,13
21,34,11,34
51,16,25,8
23,33,9,35
60,11,2,27
43,33,12,12
41,22,8,29
10,34,50,6
67,11,5,17
11,37,46,6
7,51,20,22
35,18,35,12
44,2,16,38
9,32,44,15
59,1,37,3
20,46,24,10
13,21,47,19
9,45,28,18
23,53,19,5
38,27,29,6
4,89,3,4
1,16,52,31
7,8,27,58
23,14,62,1
3,47,1,49
15,22,53,10
11,6,47,36
2,2,11,85
8,43,23,26
15,13,9,63
16,47,33,4
50,17,2,31
1,28,46,25
18,52,24,6
10,9,38,43
46,29,14,11
29,41,7,23
25,27,30,18
12,64,13,11
8,25,15,52
15,10,53,22
21,10,68,1
65,1,14,20
8,40,47,5
17,18,10,55
21,41,11,27
9,56,13,22
75,16,4,5
55,1,32,12
14,60,4,22
13,14,19,54
12,27,31,30
14,29,13,44
35,33,7,25
37,3,57,3
29,6,45,20
5,30,52,13
37,34,12,17
37,39,21,3
48,48,3,1
41,1,30,28
23,38,31,8
7,5,50,38
3,10,23,64
11,25,10,54
13,14,66,7
16,7,30,47
39,1,20,40
34,9,46,11
23,1,12,64
7,49,18,26
55,10,20,15
3,24,66,7
14,51,8,27
21,9,13,57
5,34,8,53
17,8,18,57
44,37,1,18
58,3,8,31
41,47,7,5
17,14,38,31
35,22,9,34
1,45,19,35
46,6,29,19
1,12,60,27
2,67,21,10
5,47,25,23
26,19,2,53
11,33,54,2
10,9,16,65
13,9,2,76
36,16,40,8
43,47,2,8
2,55,33,10
42,44,5,9
64,7,19,10
15,38,29,18
12,76,4,8
2,16,14,68
5,42,12,41
34,25,37,4
11,36,14,39
2,21,29,48
44,23,25,8
12,22,13,53
10,71,17,2
7,39,42,12
48,17,26,9
37,29,28,6
48,25,13,14
11,57,12,20
25,11,57,7
14,22,48,16
44,11,22,23
56,11,21,12
68,7,12,13
8,23,31,38
42,6,26,26
33,16,35,16
4,18,34,44
54,19,6,21
3,1,57,39
40,16,12,32
6,30,46,18
5,43,34,18
23,18,30,29
9,4,35,52
6,1,51,42
48,37,2,13
11,17,57,15
12,3,9,76
19,9,52,20
40,2,7,51
32,27,27,14
7,27,6,60
75,5,14,6
29,17,53,1
22,55,13,10
12,1,15,72
7,60,24,9
38,3,51,8
1,36,40,23
19,30,44,7
23,43,24,10
6,11,67,16
54,23,20,3
8,49,19,24
6,26,55,13
12,15,29,44
9,39,34,18
47,5,32,16
44,2,43,11
17,61,4,18
13,21,12,54
14,37,23,26
12,16,68,4
25,35,25,15
3,44,23,30
25,37,10,28
69,19,7,5
7,14,45,34
53,1,2,44
77,3,13,7
16,15,35,34
2,10,35,53
33,33,14,20
77,14,5,4
18,41,22,19
22,19,9,50
72,16,1,11
41,34,7,18
39,58,1,2
35,29,34,2
2,55,9,34
21,12,18,49
49,4,24,23
28,6,51,15
44,5,10,41
35,28,18,19
7,27,8,58
12,12,7,69
49,15,8,28
28,4,43,25
5,28,18,49
4,10,5,81
11,24,25,40
3,42,38,17
9,8,27,56
21,47,4,28
1,5,80,14
29,8,27,36
17,5,24,54
1,1,8,90
8,15,65,12
16,17,29,38
11,23,18,48
1,58,30,11
19,34,46,1
18,48,30,4
22,6,39,33
57,10,32,1
28,30,3,39
20,61,6,13
34,16,49,1
42,7,20,31
5,46,38,11
3,41,46,10
36,30,22,12
6,15,43,36
3,34,58,5
22,46,3,29
47,46,4,3
5,88,5,2
13,15,17,55
8,4,86,2
27,17,40,16
34,25,7,34
27,28,40,5
18,40,14,28
73,22,3,2
8,49,20,23
61,18,5,16
12,18,60,10
29,29,23,19
12,21,7,60
11,32,55,2
40,9,3,48
29,13,55,3
20,38,17,25
12,49,21,18
34,3,29,34
8,1,28,63
28,33,28,11
7,6,2,85
11,36,31,22
47,4,11,38
15,33,38,14
10,20,20,50
72,8,15,5
17,26,3,54
32,16,9,43
6,11,79,4
17,9,19,55
6,29,23,42
21,11,61,7
67,8,19,6
29,10,16,45
35,31,21,13
11,55,4,30
12,19,7,62
60,37,1,2
29,47,13,11
16,10,16,58
8,52,36,4
32,6,26,36
20,8,35,37
26,52,13,9
3,14,11,72
12,1,34,53
27,40,24,9
3,54,32,11
45,36,16,3
54,2,42,2
44,22,9,25
3,39,9,49
40,48,7,5
22,44,26,8
9,38,13,40
21,2,36,41
43,14,12,31
16,59,1,24
41,24,3,32
38,13,42,7
28,13,42,17
36,19,22,23
25,25,47,3
54,39,5,2
12,43,16,29
1,78,13,8
5,5,15,75
31,4,23,42
18,35,22,25
47,2,24,27
26,10,34,30
37,46,5,12
25,8,59,8
28,15,39,18
2,75,18,5
44,32,6,18
20,38,15,27
12,37,19,32
56,33,4,7
14,62,2,22
63,8,7,22
3,34,9,54
25,3,65,7
45,1,31,23
61,6,10,23
10,57,7,26
11,82,3,4
35,10,9,46
28,22,6,44
36,16,16,32
3,2,82,13
8,71,10,11
30,3,6,61
18,54,16,12
26,51,10,13
48,22,25,5
3,9,62,26
26,11,13,50
52,15,2,31
44,31,13,12
28,49,20,3
14,14,34,38
32,13,40,15
34,39,4,23
21,10,27,42
18,18,38,26
13,20,15,52
42,44,3,11
39,31,29,1
32,42,16,10
4,28,54,14
47,23,23,7
53,23,2,22
4,17,24,55
40,11,26,23
57,8,22,13
7,27,7,59
21,13,4,62
1,42,36,21
41,16,22,21
50,38,4,8
8,33,12,47
14,14,6,66
8,6,15,71
23,22,49,6
79,5,14,2
8,24,31,37
29,39,22,10
1,54,6,39
1,52,24,23
14,47,14,25
35,3,41,21
29,32,37,2
36,4,2,58
16,17,19,48
5,31,20,44
60,15,8,17
32,45,5,18
31,57,9,3
3,26,2,69
4,16,30,50
7,3,80,10
44,1,7,48
39,2,4,55
21,17,32,30
12,42,2,44
45,14,29,12
12,7,78,3
49,28,5,18
16,2,24,58
34,46,3,17
16,16,13,55
15,57,22,6
5,7,5,83
28,55,12,5
6,41,51,2
50,8,31,11
11,33,50,6
45,12,6,37
17,4,40,39
5,56,19,20
52,2,17,29
23,66,1,10
21,38,29,12
3,38,4,55
32,40,14,14
20,31,22,27
13,42,36,9
33,11,15,41
23,10,23,44
16,8,13,63
34,21,27,18
25,50,6,19
2,39,37,22
4,10,21,65
45,3,50,2
18,14,45,23
9,82,5,4
19,64,6,11
17,3,57,23
7,20,15,58
11,53,18,18
2,3,70,25
15,57,20,8
38,2,56,4
31,7,18,44
31,3,39,27
41,37,12,10
7,24,50,19
3,19,65,13
1,1,29,69
42,29,3,26
13,10,56,21
25,1,65,9
21,24,33,22
16,27,31,26
10,29,35,26
37,14,28,21
35,26,29,10
1,18,65,16
3,30,61,6
22,22,18,38
11,34,9,46
21,31,43,5
16,49,8,27
10,15,4,71
8,49,31,12
34,19,2,45
21,16,9,54
21,11,2,66
22,56,16,6
31,23,30,16
63,20,3,14
60,5,6,29
21,41,13,25
50,6,21,23
4,22,63,11
13,14,55,18
20,2,27,51
27,6,55,12
5,30,23,42
28,21,10,41
54,36,2,8
33,17,30,20
8,40,20,32
38,19,23,20
1,28,41,30
27,12,50,11
12,6,31,51
2,64,16,18
7,4,79,10
8,9,39,44
21,5,38,36
30,10,1,59
26,24,44,6
19,3,2,76
31,55,6,8
14,5,4,77
11,59,24,6
33,40,24,3
2,51,34,13
43,9,25,23
27,20,15,38
43,15,8,34
37,26,34,3
6,3,41,50
29,1,43,27
7,40,18,35
51,1,28,20
11,13,16,60
26,28,25,21
43,29,12,16
17,30,7,46
39,49,5,7
34,38,6,22
2,3,8,87
46,12,30,12
17,17,41,25
13,52,27,8
31,24,23,22
13,26,37,24
6,4,3,87
16,68,9,7
43,10,24,23
4,6,89,1
12,25,61,2
27,32,26,15
13,4,60,23
2,32,4,62
11,38,32,19
51,2,19,28
85,2,9,4
41,44,7,8
38,24,34,4
6,27,1,66
13,52,3,32
6,52,19,23
29,35,13,23
8,5,36,51
15,42,8,35
43,17,35,5
68,12,2,18
8,74,1,17
1,2,73,24
56,10,16,18
60,6,30,4
11,17,8,64
5,33,52,10
27,12,29,32
3,20,27,50
21,11,48,20
3,28,25,44
28,33,31,8
18,65,1,16
32,6,53,9
21,20,57,2
2,21,43,34
1,14,59,26
14,72,12,2
17,58,8,17
20,11,3,66
30,38,17,15
26,40,24,10
14,1,3,82
57,20,12,11
2,14,82,2
75,13,5,7
