6,11,5,26,43,9
2,9,52,23,7,7
13,37,16,18,6,10
16,2,17,31,21,13
5,7,2,71,10,5
1,52,11,1,4,31
12,3,8,11,14,52
35,1,10,21,19,14
21,4,1,7,8,59
10,7,62,8,5,8
52,5,7,4,6,26
48,5,19,2,1,25
10,25,7,1,52,5
52,25,11,2,2,8
19,24,7,2,27,21
7,29,1,51,8,4
5,16,41,5,14,19
13,3,20,41,10,13
9,46,35,1,1,8
7,37,38,8,3,7
2,14,15,15,42,12
29,33,13,1,6,18
40,1,30,7,10,12
6,7,43,21,17,6
51,3,22,9,5,10
31,10,2,6,31,20
26,36,2,1,31,4
10,14,54,18,2,2
1,16,24,16,41,2
47,11,6,13,5,18
36,12,18,16,1,17
19,5,4,58,7,7
4,34,5,26,20,11
26,8,9,5,34,18
9,34,26,8,14,9
5,47,30,1,11,6
2,69,4,1,11,13
21,7,12,27,10,23
22,1,10,1,28,38
32,1,41,5,6,15
15,10,8,4,59,4
43,14,9,5,23,6
4,26,12,50,5,3
8,35,2,21,20,14
52,20,3,6,12,7
19,4,10,45,6,16
11,14,15,33,8,19
5,6,15,49,8,17
27,44,1,17,1,10
2,17,24,30,6,21
21,18,19,10,2,30
5,28,20,7,34,6
1,3,56,6,9,25
15,34,17,6,15,13
25,51,7,14,2,1
17,6,10,51,5,11
12,41,5,38,2,2
15,5,26,43,2,9
10,14,38,26,5,7
34,4,11,30,16,5
25,18,6,8,7,36
23,3,41,26,6,1
13,12,10,39,1,25
14,4,15,31,14,22
36,14,3,19,5,23
25,6,13,34,19,3
53,1,4,31,8,3
20,11,38,6,13,12
15,30,18,20,1,16
7,10,22,40,17,4
19,15,10,28,3,25
7,44,5,7,18,19
9,3,15,10,1,62
17,13,18,9,5,38
17,5,17,29,10,22
21,5,16,32,17,9
5,13,7,39,8,28
12,47,26,7,4,4
12,4,18,11,48,7
2,20,15,33,27,3
22,12,20,29,13,4
4,55,26,10,3,2
27,11,21,4,25,12
41,10,1,45,2,1
11,2,26,16,19,26
6,27,9,27,17,14
23,33,12,23,2,7
36,6,8,17,19,14
14,24,3,18,13,28
9,4,8,19,40,20
7,28,7,21,15,22
15,1,2,26,55,1
16,19,44,12,1,8
16,16,37,6,16,9
11,28,31,16,7,7
5,13,41,10,10,21
17,15,4,20,29,15
14,9,26,10,9,32
22,23,37,3,3,12
56,5,15,15,6,3
1,1,33,3,5,57
3,40,13,5,9,30
2,58,2,9,13,16
14,25,25,5,21,10
5,13,15,3,11,53
20,9,41,1,27,2
11,3,8,9,68,1
6,4,18,41,24,7
3,3,51,2,20,21
16,38,18,7,20,1
24,26,13,23,12,2
6,65,14,4,2,9
1,4,42,6,1,46
6,13,33,17,18,13
33,5,5,12,15,30
21,14,7,3,9,46
4,6,31,15,2,42
22,10,20,5,4,39
3,34,2,28,25,8
27,15,13,23,17,5
9,11,29,36,4,11
4,24,11,6,1,54
15,2,43,20,12,8
14,35,3,6,30,12
15,23,25,9,11,17
43,7,10,24,3,13
12,28,29,10,19,2
8,19,12,58,2,1
22,31,28,3,1,15
23,10,5,15,35,12
69,3,1,2,22,3
13,2,20,5,28,32
3,31,3,19,20,24
26,12,31,19,2,10
25,22,20,3,12,18
4,10,4,3,6,73
46,1,7,2,15,29
16,8,21,26,9,20
7,45,11,7,24,6
10,27,1,27,34,1
5,4,18,38,8,27
16,54,2,7,7,14
20,16,9,11,38,6
2,33,7,32,22,4
52,11,11,17,7,2
16,5,59,6,5,9
5,9,5,4,22,55
18,15,13,2,48,4
1,6,20,52,5,16
8,25,8,1,33,25
28,24,5,4,21,18
4,30,37,17,2,10
8,15,28,4,41,4
16,8,8,5,33,30
44,6,13,6,7,24
17,37,5,13,4,24
20,4,31,21,21,3
40,7,21,17,12,3
27,16,6,8,10,33
16,13,32,5,31,3
1,5,31,10,51,2
2,12,14,42,15,15
1,31,26,26,1,15
44,8,9,2,21,16
2,16,10,16,25,31
41,16,4,13,17,9
46,12,19,9,5,9
53,5,10,20,7,5
24,34,8,9,18,7
13,20,5,56,3,3
10,32,9,8,33,8
13,1,19,58,6,3
29,16,5,30,6,14
7,3,4,23,30,33
19,15,1,20,32,13
14,27,2,9,46,2
4,26,11,14,36,9
3,20,8,36,23,10
7,10,69,1,11,2
27,11,9,21,5,27
6,7,12,6,43,26
2,45,8,11,4,30
7,6,31,2,32,22
18,1,6,36,15,24
1,26,59,1,2,11
