1,3,20,33,43
1,4,55,33,7
1,8,13,62,16
1,4,52,10,33
1,3,18,7,71
1,9,11,44,35
1,7,64,22,6
1,2,76,15,6
1,4,20,23,52
1,2,27,5,65
1,19,42,6,32
1,14,20,57,8
1,19,15,27,38
1,11,49,25,14
1,12,1,22,64
1,20,26,22,31
1,13,35,38,13
1,9,50,2,38
1,10,51,1,37
1,13,11,56,19
1,31,12,21,35
1,29,26,3,41
1,23,14,10,52
1,24,41,1,33
1,33,33,32,1
1,26,30,31,12
1,25,38,18,18
1,34,30,8,27
1,26,1,48,24
1,26,2,19,52
1,70,13,4,12
1,52,4,4,39
1,41,44,2,12
1,41,23,20,15
1,52,28,4,15
1,61,18,3,17
1,55,3,13,28
1,49,24,16,10
1,54,13,15,17
1,53,15,12,19
2,4,71,16,7
2,2,53,23,20
2,8,3,8,79
2,5,4,86,3
2,2,3,54,39
2,6,5,29,58
2,1,44,42,11
2,7,31,13,47
2,8,14,5,71
2,1,32,64,1
2,12,6,48,32
2,16,55,5,22
2,9,42,31,16
2,11,21,7,59
2,14,20,31,33
2,11,5,32,50
2,13,44,38,3
2,14,26,14,44
2,18,57,22,1
2,10,10,51,27
2,27,38,32,1
2,24,41,12,21
2,22,44,10,22
2,31,45,21,1
2,36,13,47,2
2,24,18,8,48
2,25,50,21,2
2,22,7,32,37
2,33,45,6,14
2,26,70,1,1
2,45,16,8,29
2,50,36,4,8
2,43,31,22,2
2,64,9,5,20
2,42,12,33,11
2,40,12,15,31
2,52,21,2,23
2,43,9,40,6
2,47,6,22,23
2,47,4,13,34
3,1,90,2,4
3,8,47,13,29
3,4,61,5,27
3,2,45,36,14
3,5,36,3,53
3,10,13,23,51
3,9,37,31,20
3,8,22,3,64
3,5,15,68,9
3,3,47,3,44
3,20,50,18,9
3,12,14,24,47
3,12,57,21,7
3,19,2,75,1
3,10,77,5,5
3,12,15,28,42
3,21,30,12,34
3,16,12,27,42
3,18,5,24,50
3,12,34,28,23
3,39,9,30,19
3,25,10,39,23
3,26,7,58,6
3,27,56,6,8
3,28,23,33,13
3,30,42,2,23
3,24,28,36,9
3,36,4,20,37
3,30,14,23,30
3,23,9,5,60
3,61,6,21,9
4,1,42,22,31
4,1,35,12,48
3,46,33,4,14
3,48,30,11,8
3,42,24,21,10
3,47,23,6,21
3,44,34,8,11
3,40,47,9,1
3,51,7,4,35
4,7,53,7,29
4,12,1,1,82
4,7,8,30,51
4,4,50,2,40
4,4,27,31,34
4,10,1,57,28
4,7,65,2,22
4,8,15,16,57
4,9,49,2,36
4,8,27,49,12
4,21,50,24,1
4,16,2,37,41
4,24,46,12,14
4,19,22,49,6
4,16,30,7,43
4,21,42,19,14
4,15,69,3,9
4,23,21,12,40
4,24,3,66,3
4,15,55,17,9
4,31,4,36,25
4,29,27,37,3
4,44,16,13,23
4,39,3,26,28
4,41,34,9,12
4,35,24,16,21
4,48,39,2,7
4,40,21,11,24
4,33,8,39,16
4,43,16,8,29
5,2,78,2,13
4,52,15,28,1
5,4,3,35,53
5,4,42,19,30
5,3,25,6,61
4,55,12,24,5
4,52,8,8,28
5,4,38,47,6
5,2,13,6,74
5,5,51,16,23
5,12,40,40,3
5,17,8,1,69
5,11,6,5,73
5,7,45,23,20
5,6,18,58,13
5,14,36,8,37
5,8,3,62,22
5,10,14,11,60
5,15,6,6,68
5,13,63,17,2
5,23,27,42,3
5,23,15,14,43
5,24,36,24,11
5,20,8,56,11
5,23,46,3,23
5,17,50,6,22
5,18,4,15,58
5,21,11,53,10
5,30,29,4,32
5,31,21,27,16
5,75,6,3,11
5,34,10,9,42
5,71,4,16,4
5,50,23,17,5
5,34,16,14,31
5,57,3,27,8
5,46,9,6,34
5,61,6,20,8
5,38,14,16,27
5,48,5,9,33
6,1,5,82,6
6,6,31,32,25
6,2,79,9,4
6,10,4,58,22
6,9,11,15,59
6,3,10,58,23
6,2,11,7,74
6,7,80,5,2
6,7,42,39,6
6,4,35,9,46
6,22,28,25,19
6,16,3,55,20
6,18,37,24,15
6,20,51,21,2
6,23,35,35,1
6,12,39,42,1
6,14,8,11,61
6,21,30,29,14
6,20,19,13,42
6,16,43,27,8
6,25,22,7,40
6,37,3,51,3
6,45,7,3,39
6,42,15,26,11
6,29,26,31,8
6,34,14,34,12
6,42,5,40,7
6,28,29,3,34
6,34,24,19,17
6,31,27,17,19
7,1,15,45,32
6,52,14,6,22
6,56,7,2,29
7,3,58,12,20
7,5,16,67,5
7,4,70,13,6
6,49,12,1,32
7,3,45,29,16
7,1,34,45,13
6,72,5,10,7
7,9,39,27,18
7,6,48,9,30
7,11,37,7,38
7,10,30,37,16
7,15,2,7,69
7,16,24,4,49
7,12,45,15,21
7,16,48,10,19
7,10,4,78,1
7,8,46,9,30
7,34,27,22,10
7,19,4,3,67
7,35,14,34,10
7,29,46,1,17
7,29,52,5,7
7,20,32,34,7
7,18,15,38,22
7,20,4,5,64
7,33,22,18,20
7,28,36,10,19
7,44,3,43,3
7,73,5,6,9
8,1,28,32,31
7,53,18,15,7
8,2,46,8,36
8,1,51,22,18
8,1,66,8,17
7,58,11,2,22
7,52,25,12,4
7,37,45,10,1
8,3,14,22,53
8,5,39,2,46
8,12,4,74,2
8,6,13,72,1
8,5,11,66,10
8,3,9,6,74
8,7,1,68,16
8,12,21,30,29
8,10,41,4,37
8,12,32,18,30
8,17,60,7,8
8,23,28,34,7
8,18,33,40,1
8,15,23,9,45
8,24,35,10,23
8,14,40,34,4
8,17,16,25,34
8,16,2,31,43
8,18,4,21,49
8,15,5,68,4
8,51,33,4,4
8,51,19,9,13
8,37,6,26,23
8,64,26,1,1
8,30,50,3,9
8,34,14,28,16
8,35,16,34,7
8,30,8,53,1
8,31,23,25,13
8,40,14,31,7
9,4,27,51,9
9,5,54,4,28
9,3,24,5,59
9,5,1,43,42
9,11,26,34,20
9,10,28,40,13
9,7,16,9,59
9,3,46,31,11
9,10,11,63,7
9,4,15,68,4
9,17,34,37,3
9,19,26,37,9
9,16,10,39,26
9,18,32,16,25
9,24,13,22,32
9,18,19,50,4
9,20,57,11,3
9,18,10,56,7
9,22,40,15,14
9,22,43,18,8
9,52,11,4,24
9,40,5,43,3
9,37,24,20,10
9,54,31,1,5
9,43,6,7,35
9,47,21,15,8
9,31,29,12,19
9,28,17,12,34
9,36,5,49,1
9,52,30,4,5
10,10,11,28,41
10,3,4,13,70
10,1,61,27,1
10,3,65,10,12
10,9,31,43,7
10,2,21,16,51
10,6,39,16,29
10,3,28,39,20
10,9,41,7,33
9,59,11,17,4
10,14,12,52,12
10,10,60,8,12
10,12,19,14,45
10,11,29,8,42
10,22,9,47,12
10,18,4,59,9
10,13,19,12,46
10,20,26,30,14
10,19,41,6,24
10,16,69,3,2
10,43,23,11,13
10,48,6,16,20
10,54,24,10,2
10,27,37,7,19
10,53,10,11,16
10,27,7,11,45
10,33,25,28,4
10,32,32,15,11
10,33,5,46,6
10,36,2,17,35
11,6,33,14,36
11,9,16,23,41
11,7,28,25,29
11,2,52,34,1
11,5,20,52,12
11,1,1,40,47
11,1,17,69,2
11,8,20,50,11
10,58,10,9,13
11,10,16,33,30
11,19,26,35,9
11,13,58,1,17
11,13,6,33,37
11,16,14,47,12
11,11,44,19,15
11,10,33,41,5
11,20,36,31,2
11,15,1,69,4
11,17,49,14,9
11,25,23,25,16
11,47,33,3,6
11,31,25,7,26
11,33,5,8,43
11,28,4,7,50
11,57,8,13,11
11,32,37,1,19
11,63,10,11,5
11,28,5,40,16
11,54,16,3,16
11,35,26,15,13
12,8,21,40,19
12,9,15,48,16
12,9,30,10,39
12,3,3,69,13
12,7,35,6,40
12,7,14,39,28
12,7,64,6,11
12,2,1,58,27
12,4,2,12,70
12,3,11,37,37
12,23,30,12,23
12,28,21,28,11
12,25,40,5,18
12,12,11,22,43
12,13,13,48,14
12,20,4,58,6
12,19,30,20,19
12,25,22,16,25
12,27,33,19,9
12,19,6,61,2
12,31,8,35,14
12,57,22,5,4
12,33,13,9,33
12,41,17,21,9
12,39,12,24,13
12,66,2,9,11
13,1,2,34,50
12,29,18,28,13
12,37,18,7,26
12,40,16,6,26
13,14,16,1,56
13,9,3,33,42
13,5,13,55,14
13,8,25,4,50
13,12,10,8,57
13,14,45,7,21
13,4,12,20,51
13,14,34,11,28
13,10,39,25,13
13,8,64,11,4
13,19,54,2,12
13,24,14,7,42
13,33,5,43,6
13,29,27,27,4
13,15,32,14,26
13,25,6,49,7
13,24,11,1,51
13,24,27,11,25
13,33,14,22,18
13,17,38,26,6
14,2,36,1,47
14,2,41,16,27
13,46,10,1,30
13,44,13,4,26
14,2,22,32,30
14,3,11,44,28
14,3,53,22,8
13,53,9,2,23
13,70,4,3,10
13,53,19,10,5
14,12,27,28,19
14,6,23,48,9
14,6,15,59,6
14,6,54,20,6
14,11,3,51,21
14,8,9,57,12
14,14,21,22,29
14,10,9,20,47
14,7,51,13,15
14,9,18,2,57
14,19,60,3,4
14,47,5,4,30
14,35,18,28,5
14,24,12,41,9
14,44,12,2,28
14,22,31,31,2
14,34,20,25,7
14,20,20,13,33
14,27,1,10,48
14,26,13,36,11
15,10,5,11,59
15,2,2,7,74
15,1,11,33,40
14,55,19,10,2
15,2,11,69,3
15,2,56,22,5
15,2,41,40,2
15,6,61,17,1
15,10,4,14,57
15,4,24,22,35
15,15,33,14,23
15,26,4,38,17
15,14,25,22,24
15,14,3,15,53
15,19,11,34,21
15,11,2,63,9
15,22,4,24,35
15,13,17,9,46
15,20,25,10,30
15,12,23,45,5
16,1,38,34,11
16,3,7,40,34
15,30,4,4,47
15,36,36,3,10
15,41,7,10,27
15,40,9,13,23
16,1,1,7,75
16,2,24,25,33
16,1,34,40,9
15,35,23,12,15
16,16,53,10,5
16,4,20,58,2
16,9,8,66,1
16,12,20,32,20
16,14,12,11,47
16,13,1,16,54
16,4,41,9,30
16,7,6,18,53
16,7,38,29,10
16,3,60,18,3
16,36,21,14,13
16,47,9,24,4
16,32,22,5,25
16,47,4,2,31
16,27,42,9,6
16,47,4,21,12
16,20,17,5,42
16,24,1,2,57
16,19,20,17,28
16,27,11,6,40
16,59,17,5,3
17,5,33,37,8
17,3,13,54,13
17,3,31,7,42
16,62,3,14,5
16,54,16,8,6
17,6,48,17,12
17,11,10,15,47
17,4,21,49,9
17,2,46,26,9
17,20,8,25,30
17,25,12,42,4
17,27,2,6,48
17,31,2,24,26
17,29,27,19,8
17,16,34,3,30
17,22,18,29,14
17,17,21,32,13
17,17,22,5,39
17,27,17,5,34
18,6,30,25,21
17,44,1,14,24
18,6,1,67,8
17,34,1,7,41
17,33,6,43,1
17,40,18,18,7
18,5,71,5,1
17,59,11,4,9
18,1,5,26,50
18,1,47,27,7
18,20,24,32,6
18,20,55,6,1
18,8,15,36,23
18,18,21,38,5
18,8,32,34,8
18,16,7,3,56
18,13,15,30,24
18,11,14,51,6
18,17,25,25,15
18,17,10,28,27
19,2,32,24,23
18,31,23,25,3
19,3,14,1,63
18,32,20,25,5
19,3,13,59,6
18,25,28,12,17
19,2,11,32,36
18,37,13,3,29
18,25,6,3,48
18,46,18,14,4
19,4,15,28,34
19,8,36,16,21
19,13,1,31,36
19,12,59,1,9
19,16,15,34,16
19,9,15,8,49
19,10,34,7,30
19,12,9,36,24
19,15,6,42,18
19,7,25,44,5
19,32,33,8,8
19,28,23,13,17
19,21,13,32,15
19,37,32,6,6
19,58,5,3,15
19,39,15,26,1
19,54,7,14,6
19,26,7,21,27
19,38,20,6,17
19,38,7,4,32
20,5,55,3,17
20,14,9,25,32
20,3,23,25,29
20,10,3,51,16
20,5,12,41,22
20,1,17,56,6
20,12,10,46,12
20,11,46,17,6
20,15,1,59,5
20,8,21,22,29
20,45,32,2,1
20,35,8,26,11
20,22,34,5,19
20,24,6,23,27
20,18,2,26,34
20,18,35,4,23
20,25,6,46,3
20,39,7,2,32
20,33,6,40,1
20,26,16,17,21
21,5,41,31,2
21,2,5,19,53
21,7,25,5,42
21,14,13,31,21
21,5,4,37,33
21,7,37,7,28
20,57,2,2,19
21,6,60,5,8
21,6,12,5,56
21,3,24,36,16
21,28,6,22,23
21,29,9,19,22
21,33,4,13,29
21,24,36,6,13
21,47,18,11,3
21,16,2,6,55
21,47,21,4,7
21,23,29,15,12
21,25,14,6,34
21,15,21,26,17
22,4,40,12,22
22,7,9,34,28
21,56,2,1,20
22,6,3,9,60
22,7,6,37,28
22,5,7,19,47
22,8,9,39,22
21,58,13,5,3
22,5,28,7,38
22,7,2,57,12
22,26,6,28,18
22,25,30,22,1
22,29,27,8,14
22,45,23,7,3
22,24,4,28,22
22,18,5,34,21
22,48,14,14,2
22,34,2,36,6
22,48,6,4,20
22,28,7,23,20
23,3,42,27,5
23,7,53,5,12
23,9,9,22,37
22,67,2,4,5
23,11,20,28,18
23,6,4,34,33
23,8,17,42,10
23,16,7,4,50
23,4,34,11,28
23,13,8,19,37
24,1,4,54,17
23,30,29,13,5
23,55,13,4,5
23,24,4,15,34
23,35,20,17,5
23,36,5,13,23
23,32,18,1,26
23,33,37,2,5
24,1,6,66,3
23,56,5,4,12
24,9,19,46,2
24,18,19,6,33
24,8,43,23,2
24,12,11,34,19
24,8,20,25,23
24,2,6,32,36
24,17,32,24,3
24,11,42,14,9
24,5,59,4,8
24,19,15,24,18
24,24,15,15,22
24,24,18,8,26
25,4,16,28,27
25,1,3,21,50
24,41,25,2,8
25,4,33,19,19
25,4,16,8,47
24,38,3,5,30
24,42,17,4,13
25,3,36,3,33
25,12,9,37,17
25,15,23,11,26
25,16,2,25,32
25,18,33,11,13
25,16,13,37,9
25,23,8,21,23
25,19,10,16,30
25,14,21,3,37
25,27,7,4,37
25,6,40,15,14
26,1,52,14,7
26,1,25,41,7
26,8,38,12,16
26,5,24,39,6
25,37,13,20,5
25,35,8,31,1
25,33,1,36,5
26,7,37,13,17
26,4,55,7,8
25,48,19,4,4
26,11,27,29,7
26,14,32,16,12
26,29,2,16,27
26,13,28,2,31
26,13,12,20,29
26,28,10,14,22
26,18,10,30,16
26,38,15,2,19
26,37,8,24,5
26,30,13,22,9
27,5,50,8,10
27,5,13,26,29
27,15,42,5,11
27,12,2,39,20
27,7,37,25,4
27,4,4,51,14
27,1,10,55,7
27,1,12,2,58
27,2,12,32,27
26,56,7,2,9
27,44,26,2,1
27,34,8,17,14
27,20,10,40,3
27,28,7,3,35
28,3,20,18,31
27,25,8,6,34
27,26,8,15,24
27,32,13,6,22
28,3,9,7,53
28,4,29,33,6
28,10,38,1,23
28,25,29,16,2
28,32,26,2,12
28,20,31,3,18
28,14,49,1,8
28,21,22,6,23
28,33,14,20,5
28,22,13,32,5
28,18,20,11,23
28,17,10,11,34
29,5,4,18,44
28,38,11,15,8
29,5,13,49,4
29,8,26,24,13
28,41,9,5,17
29,1,30,7,33
28,49,4,15,4
29,15,20,32,4
29,1,14,32,24
29,11,6,42,12
29,32,23,9,7
29,31,4,21,15
30,6,8,28,28
30,4,20,6,40
29,51,8,2,10
30,1,1,10,58
29,35,11,15,10
30,4,56,4,6
29,41,7,18,5
29,23,1,12,35
30,19,16,4,31
30,22,25,21,2
30,8,1,24,37
30,17,5,8,40
30,16,4,24,26
30,11,18,3,38
30,37,9,19,5
30,20,3,12,35
30,10,32,23,5
30,13,4,37,16
31,9,40,5,15
31,14,23,16,16
31,1,1,16,51
31,17,11,2,39
31,19,5,15,30
31,10,2,29,28
31,5,6,14,44
31,12,8,29,20
31,1,6,57,5
31,12,14,15,28
32,13,11,27,17
31,44,13,4,8
32,8,4,52,4
32,6,57,4,1
31,39,3,9,18
32,7,57,1,3
31,41,6,6,16
31,24,21,7,17
32,14,5,46,3
31,55,6,5,3
32,16,2,16,34
32,35,4,7,22
32,37,16,9,6
32,15,31,2,20
32,33,9,24,2
32,42,14,8,4
32,41,14,7,6
33,1,4,23,39
33,4,21,21,21
32,16,16,1,35
33,33,5,27,2
33,46,3,16,2
33,46,13,6,2
33,10,1,33,23
33,16,9,29,13
33,22,18,9,18
33,25,34,5,3
33,21,7,27,12
33,47,9,7,4
33,11,30,5,21
34,16,14,16,20
34,33,27,5,1
34,6,9,40,11
34,19,20,16,11
34,18,6,28,14
34,17,6,40,3
34,9,14,4,39
34,21,1,33,11
34,35,15,14,2
34,9,14,3,40
35,11,21,6,27
35,1,39,19,6
35,1,13,35,16
35,26,3,35,1
34,54,4,1,7
35,17,1,38,9
35,5,18,41,1
35,7,21,23,14
35,4,4,22,35
35,16,25,6,18
36,21,27,6,10
36,10,6,41,7
36,10,5,6,43
