1,2,3,24,15,55
1,2,15,75,1,6
1,4,6,5,59,25
1,2,43,33,15,6
1,2,26,29,31,11
1,5,4,36,47,7
1,1,33,18,23,24
1,4,6,61,16,12
1,2,26,23,2,46
1,5,31,31,17,15
1,9,35,15,19,21
1,10,4,53,3,29
1,8,22,28,34,7
1,11,15,44,22,7
1,11,31,31,6,20
1,11,8,16,2,62
1,11,18,11,27,32
1,6,41,36,10,6
1,7,10,11,33,38
1,9,27,21,20,22
1,14,2,32,35,16
1,20,15,5,55,4
1,18,33,13,13,22
1,14,40,14,16,15
1,16,11,9,53,10
1,12,20,17,12,38
1,16,69,7,5,2
1,15,8,43,18,15
1,13,17,25,34,10
1,17,40,6,33,3
1,27,56,4,11,1
1,24,13,29,15,18
1,23,30,16,20,10
1,29,25,32,2,11
1,21,6,24,21,27
1,26,12,13,28,20
1,21,20,8,38,12
1,29,36,1,32,1
1,27,8,42,10,12
1,25,1,33,39,1
1,53,9,8,15,14
1,33,54,2,6,4
1,37,23,4,14,21
1,46,8,25,13,7
1,61,1,26,4,7
1,50,8,14,5,22
1,47,8,6,14,24
1,33,41,2,21,2
1,53,8,7,7,24
1,47,21,5,3,23
2,4,17,9,52,16
2,1,10,11,35,41
2,2,12,34,34,16
2,3,28,33,11,23
2,1,48,13,35,1
2,2,4,45,19,28
2,2,31,13,25,27
2,2,27,5,48,16
2,2,18,31,31,16
2,2,8,3,44,41
2,9,25,3,55,6
2,12,5,57,13,11
2,6,11,14,24,43
2,11,13,13,39,22
2,7,28,48,11,4
2,7,36,1,33,21
2,6,49,7,35,1
2,6,52,2,35,3
2,7,3,29,52,7
2,11,20,1,45,21
2,17,24,16,2,39
2,16,42,15,6,19
2,16,37,3,16,26
2,12,39,7,31,9
2,14,42,3,23,16
2,15,16,22,7,38
2,14,17,28,15,24
2,15,44,31,5,3
2,16,13,4,55,10
2,13,19,5,32,29
2,23,22,2,6,45
2,23,22,10,15,28
2,21,17,40,6,14
2,32,13,12,33,8
2,31,17,9,30,11
2,29,30,6,21,12
2,28,2,26,5,37
2,22,20,14,36,6
2,31,23,8,1,35
2,26,25,9,5,33
2,47,38,4,2,7
2,43,31,6,14,4
2,58,1,12,26,1
2,36,10,9,40,3
2,35,10,12,26,15
2,39,8,1,32,18
3,1,20,19,26,31
2,34,2,31,25,6
2,37,26,8,10,17
2,35,21,1,24,17
3,3,19,14,53,8
3,7,3,44,11,32
3,2,42,6,3,44
3,5,10,27,26,29
3,3,1,4,21,68
3,3,18,24,11,41
3,2,72,1,2,20
3,2,1,30,60,4
3,2,1,81,4,9
3,2,24,21,33,17
3,8,3,43,15,28
3,13,12,9,61,2
3,13,27,6,17,34
3,11,12,20,26,28
3,10,32,8,26,21
3,7,11,40,6,33
3,10,13,30,8,36
3,8,17,34,22,16
3,10,9,9,36,33
3,7,29,15,38,8
3,23,25,22,18,9
3,20,25,1,11,40
3,17,16,53,3,8
3,23,24,19,23,8
3,14,43,33,5,2
3,18,32,22,16,9
3,16,2,11,60,8
3,22,12,23,26,14
3,20,30,20,11,16
3,17,11,1,23,45
3,31,3,32,13,18
3,26,3,43,18,7
3,32,38,9,14,4
3,28,26,5,27,11
3,35,46,3,5,8
3,30,12,42,6,7
3,27,14,30,23,3
3,36,1,11,33,16
3,32,50,5,5,5
3,38,1,33,21,4
3,44,5,8,20,20
4,1,48,35,8,4
4,3,17,29,7,40
3,54,9,16,4,14
3,41,9,3,41,3
3,41,21,1,2,32
4,1,10,4,75,6
3,52,5,24,2,14
4,3,6,20,28,39
3,40,22,17,7,11
4,5,34,6,3,48
4,8,5,18,27,38
4,5,78,9,1,3
4,8,31,12,37,8
4,7,7,31,34,17
4,9,28,4,44,11
4,8,7,25,30,26
4,8,21,1,62,4
4,6,8,27,26,29
4,4,11,33,16,32
4,11,55,13,9,8
4,15,12,7,26,36
4,11,39,10,9,27
4,11,11,21,10,43
4,16,2,10,34,34
4,12,2,32,13,37
4,16,9,1,13,57
4,17,2,13,19,45
4,13,10,6,42,25
4,16,2,17,21,40
4,20,37,2,22,15
4,18,17,32,25,4
4,25,2,6,1,62
4,22,13,8,40,13
4,23,51,6,1,15
4,27,9,17,25,18
4,21,16,28,28,3
4,21,13,21,25,16
4,19,14,14,32,17
4,24,11,23,10,28
4,36,5,36,7,12
4,35,12,16,14,19
4,48,21,2,18,7
4,41,29,15,10,1
4,62,13,7,4,10
4,36,3,5,17,35
4,58,4,6,25,3
4,39,9,2,1,45
4,38,15,21,19,3
4,58,5,17,3,13
5,7,1,66,14,7
5,7,1,7,79,1
5,3,11,19,58,4
5,3,32,23,35,2
5,2,47,3,31,12
5,4,21,26,23,21
5,1,36,12,23,23
5,2,6,22,23,42
5,1,45,18,24,7
5,4,61,10,12,8
5,9,24,21,16,25
5,8,70,5,10,2
5,10,28,35,17,5
5,7,4,2,9,73
5,10,34,18,19,14
5,14,3,7,61,10
5,14,12,4,63,2
5,12,1,15,28,39
5,13,47,27,5,3
5,8,31,18,15,23
5,15,40,24,9,7
5,16,2,5,42,30
5,14,42,7,30,2
5,19,15,15,30,16
5,18,20,41,8,8
5,20,13,4,52,6
5,17,17,20,5,36
5,14,28,11,24,18
5,20,49,6,10,10
5,15,34,9,21,16
5,33,14,28,11,9
5,27,15,15,13,25
5,41,23,9,14,8
5,28,12,19,21,15
5,41,31,3,3,17
5,33,7,18,31,6
5,26,36,14,7,12
5,25,15,4,24,27
5,35,3,12,27,18
5,29,18,37,10,1
6,3,9,52,13,17
6,3,4,14,17,56
5,52,17,2,7,17
6,3,1,45,8,37
6,3,4,12,49,26
6,2,39,4,29,20
5,55,5,13,12,10
6,1,36,20,23,14
6,1,15,51,16,11
5,48,4,24,2,17
6,7,27,13,17,30
6,10,12,40,6,26
6,6,24,25,22,17
6,11,12,65,5,1
6,11,27,15,18,23
6,11,14,55,10,4
6,11,49,7,23,4
6,5,33,12,2,42
6,5,41,30,17,1
6,10,3,38,28,15
6,17,13,26,30,8
6,16,33,5,34,6
6,17,2,46,5,24
6,17,59,3,14,1
6,15,36,4,15,24
6,20,63,2,8,1
6,19,2,33,27,13
6,15,25,19,23,12
6,17,1,2,31,43
6,14,49,7,6,18
6,30,17,8,11,28
6,31,6,4,43,10
6,30,23,10,23,8
6,30,4,14,9,37
6,30,33,21,1,9
6,32,18,5,13,26
6,30,36,18,6,4
6,31,1,12,19,31
6,24,7,5,25,33
6,38,9,7,35,5
7,2,11,16,7,57
7,4,34,12,18,25
7,4,13,64,2,10
6,45,9,27,3,10
7,1,19,20,44,9
7,4,27,26,15,21
7,1,8,28,36,20
7,2,26,6,42,17
7,3,41,1,30,18
6,44,5,1,37,7
7,10,7,10,28,38
7,9,31,39,11,3
7,11,9,3,56,14
7,12,22,3,34,22
7,12,19,8,2,52
7,9,29,12,23,20
7,12,2,1,26,52
7,12,8,7,19,47
7,9,8,13,34,29
7,8,25,2,31,27
7,13,6,4,52,18
7,20,17,39,15,2
7,16,28,1,18,30
7,16,21,3,10,43
7,13,36,18,24,2
7,13,6,55,2,17
7,23,11,23,10,26
7,20,2,42,7,22
7,23,12,34,15,9
7,22,25,11,29,6
7,26,48,14,4,1
7,42,2,42,5,2
7,26,9,14,1,43
7,25,24,15,26,3
7,40,3,3,40,7
7,23,39,15,10,6
7,30,7,13,41,2
7,24,16,14,17,22
7,38,11,4,32,8
7,32,2,14,19,26
8,2,15,23,13,39
7,49,8,9,6,21
8,5,47,17,12,11
8,1,5,6,52,28
8,4,4,30,5,49
8,2,21,8,4,57
8,3,33,26,19,11
8,4,21,22,3,42
8,4,2,31,18,37
7,49,8,14,17,5
8,12,14,34,28,4
8,7,28,7,38,12
8,9,11,39,7,26
8,11,7,1,20,53
8,7,2,20,21,42
8,11,29,1,18,33
8,10,35,33,5,9
8,8,33,29,7,15
8,9,31,20,2,30
8,13,2,49,16,12
8,20,30,15,14,13
8,19,29,24,11,9
8,15,50,6,4,17
8,15,3,7,8,59
8,24,11,5,25,27
8,15,28,17,14,18
8,14,5,63,2,8
8,18,10,50,6,8
8,16,30,9,1,36
8,17,26,34,11,4
8,32,2,32,3,23
8,44,6,10,20,12
8,32,21,2,28,9
8,35,10,24,2,21
8,37,6,17,16,16
8,35,49,6,1,1
8,39,5,23,3,22
8,28,2,32,22,8
8,26,35,6,2,23
8,36,11,37,7,1
9,2,39,1,11,38
9,4,71,11,3,2
9,5,9,28,47,2
9,4,67,6,9,5
9,7,5,38,15,26
9,2,67,11,1,10
9,4,16,4,44,23
9,4,25,34,2,26
9,8,3,10,63,7
9,2,18,24,10,37
9,15,18,7,28,23
9,13,2,46,12,18
9,9,48,9,14,11
9,9,3,20,51,8
9,14,7,11,2,57
9,16,28,37,6,4
9,10,58,4,16,3
9,9,20,18,17,27
9,11,17,7,5,51
9,8,30,8,30,15
9,19,37,13,20,2
9,29,23,23,14,2
9,29,37,8,4,13
9,29,10,1,2,49
9,19,3,20,30,19
9,30,36,12,9,4
9,20,17,12,10,32
9,26,34,1,17,13
9,28,18,18,5,22
9,28,5,34,23,1
10,1,11,18,41,19
10,2,3,18,42,25
10,2,28,4,50,6
10,1,15,25,35,14
9,43,20,12,13,3
9,37,9,10,6,29
9,48,14,1,23,5
10,1,41,31,2,15
9,50,18,6,15,2
10,3,9,15,21,42
10,6,26,23,27,8
10,11,21,9,12,37
10,6,6,29,34,15
10,4,17,17,19,33
10,9,9,2,30,40
10,4,7,23,50,6
10,9,16,36,23,6
10,4,13,4,30,39
10,8,1,1,55,25
10,9,12,18,33,18
10,16,30,5,19,20
10,20,5,42,2,21
10,15,25,1,10,39
10,20,8,19,11,32
10,20,17,10,22,21
10,14,6,29,5,36
10,15,29,34,2,10
10,19,2,45,3,21
10,18,42,8,9,13
10,17,6,23,7,37
10,36,34,9,4,7
10,30,32,18,6,4
10,42,27,9,3,9
10,46,4,6,26,8
10,42,14,15,8,11
10,48,24,6,7,5
10,28,25,1,20,16
10,29,36,10,4,11
10,40,13,18,10,9
10,40,9,3,11,27
11,4,24,35,5,21
11,3,20,43,1,22
11,8,38,21,6,16
11,7,20,4,42,16
11,6,56,17,8,2
11,7,3,57,21,1
11,1,11,32,18,27
11,3,16,35,26,9
11,7,6,36,24,16
11,8,36,3,35,7
11,18,21,4,26,20
11,10,22,4,11,42
11,9,9,15,29,27
11,15,27,6,4,37
11,19,23,9,27,11
11,19,21,5,32,12
11,13,38,4,15,19
11,11,45,4,5,24
11,9,34,10,6,30
11,10,6,1,17,55
11,20,12,28,8,21
11,20,60,3,1,5
11,36,13,1,19,20
11,29,2,34,6,18
11,41,5,19,14,10
11,25,7,27,22,8
11,23,18,15,27,6
11,30,2,15,10,32
11,35,3,6,36,9
11,39,41,7,1,1
11,52,2,6,8,21
12,1,63,10,4,10
12,3,36,19,21,9
11,60,7,6,10,6
12,4,10,17,47,10
12,5,16,5,36,26
12,1,1,75,7,4
12,5,14,43,12,14
12,3,1,40,7,37
12,6,1,14,17,50
12,7,41,4,3,33
12,10,2,11,22,43
12,15,57,3,8,5
12,9,10,34,23,12
12,8,31,29,15,5
12,12,20,14,25,17
12,10,1,14,31,32
12,11,36,3,37,1
12,7,16,4,58,3
12,14,30,8,27,9
12,23,27,1,9,28
12,26,33,6,6,17
12,28,10,30,8,12
12,25,5,3,54,1
12,21,1,19,4,43
12,27,6,28,19,8
12,30,32,4,17,5
12,32,20,2,25,9
12,19,14,33,12,10
12,24,12,17,1,34
12,63,2,15,2,6
13,1,41,33,4,8
13,2,34,38,6,7
13,1,4,15,8,59
13,4,16,4,4,59
13,1,26,14,38,8
12,37,27,12,1,11
12,48,11,13,11,5
12,45,9,20,3,11
13,4,3,17,7,56
13,11,7,48,18,3
13,14,24,8,19,22
13,10,16,24,28,9
13,6,41,17,7,16
13,12,4,34,29,8
13,7,24,37,9,10
13,11,20,30,18,8
13,10,18,50,3,6
13,6,64,2,14,1
13,10,2,38,20,17
13,31,21,5,24,6
13,22,22,10,8,25
13,19,7,39,3,19
13,28,24,1,22,12
13,19,11,44,8,5
13,30,9,24,21,3
13,33,24,16,2,12
13,33,13,4,14,23
13,27,12,1,31,16
13,23,31,6,21,6
14,1,60,5,7,13
13,44,13,11,5,14
14,2,1,35,37,11
14,3,15,18,22,28
13,49,3,23,5,7
14,2,28,4,9,43
14,1,3,39,4,39
14,4,16,1,9,56
14,5,5,19,46,11
14,5,4,7,40,30
14,13,25,12,24,12
14,9,25,9,15,28
14,9,24,12,26,15
14,17,8,5,20,36
14,7,10,1,16,52
14,11,50,18,1,6
14,11,6,22,7,40
14,17,35,4,12,18
14,10,8,36,4,28
14,7,11,14,32,22
14,31,1,30,22,2
14,41,28,4,2,11
14,36,1,34,14,1
14,20,49,8,6,3
14,41,7,7,4,27
14,25,16,13,2,30
14,21,9,2,41,13
14,20,19,7,34,6
14,20,12,6,12,36
14,29,15,9,24,9
15,6,13,15,7,44
14,54,1,13,2,16
15,3,4,53,7,18
15,2,5,18,18,42
15,1,6,3,42,33
15,1,59,1,2,22
15,1,34,4,43,3
15,5,25,13,26,16
15,1,18,26,35,5
15,1,25,14,41,4
15,16,13,4,10,42
15,15,25,28,13,4
15,8,24,8,21,24
15,20,18,13,26,8
15,10,13,10,46,6
15,17,36,8,17,7
15,12,26,4,7,36
15,12,4,19,44,6
15,16,18,15,22,14
15,13,8,26,15,23
15,32,23,13,3,14
15,31,21,7,19,7
15,27,23,29,5,1
15,23,30,4,23,5
15,33,14,11,3,24
16,2,5,28,26,23
15,44,12,13,1,15
15,33,6,24,5,17
15,25,9,22,12,17
15,26,29,22,6,2
16,9,4,36,8,27
16,10,46,6,10,12
16,3,53,13,6,9
16,10,21,9,12,32
16,9,14,53,5,3
16,8,39,7,24,6
16,8,9,9,34,24
16,4,13,10,23,34
16,3,13,24,11,33
16,12,6,51,12,3
16,19,13,26,24,2
16,25,8,17,16,18
16,15,6,20,27,16
16,15,35,21,11,2
16,20,5,7,22,30
16,20,32,7,20,5
16,13,57,1,2,11
16,12,51,4,15,2
16,14,31,3,15,21
16,14,13,34,14,9
17,1,31,17,18,16
17,3,6,16,52,6
16,34,14,29,6,1
17,3,14,13,14,39
16,47,12,12,3,10
17,4,29,9,33,8
17,2,31,7,5,38
17,4,20,5,11,43
17,1,10,50,12,10
17,3,28,11,38,3
17,16,4,50,1,12
17,15,36,28,3,1
17,11,29,33,4,6
17,6,21,11,3,42
17,9,47,14,4,9
17,13,34,11,3,22
17,9,2,6,8,58
17,18,19,9,13,24
17,19,8,29,22,5
17,14,19,21,21,8
17,41,5,19,13,5
17,38,10,3,18,14
17,39,29,12,2,1
17,51,7,3,13,9
17,22,20,19,6,16
17,25,4,4,39,11
17,43,12,2,15,11
18,1,38,15,15,13
17,43,21,10,2,7
17,24,23,5,26,5
18,3,23,25,8,23
18,10,13,55,3,1
18,10,12,50,8,2
18,4,16,18,4,40
18,12,46,6,6,12
18,8,3,8,27,36
18,9,26,39,4,4
18,8,1,4,43,26
18,7,12,13,9,41
18,3,17,33,13,16
18,19,34,2,19,8
18,16,15,25,14,12
18,14,4,2,56,6
18,28,11,3,6,34
18,22,5,21,22,12
18,28,13,5,29,7
18,37,23,8,12,2
18,14,54,7,5,2
18,19,2,4,37,20
18,30,17,7,8,20
18,48,6,1,2,25
19,6,4,36,18,17
19,7,38,9,8,19
19,3,38,29,8,3
18,51,6,3,13,9
19,4,5,13,12,47
19,4,7,13,38,19
19,1,18,41,11,10
19,4,8,29,31,9
18,62,5,11,2,2
19,10,3,6,58,4
19,23,7,5,35,11
19,16,23,32,8,2
19,19,22,6,23,11
19,25,17,1,3,35
19,24,28,14,10,5
19,20,8,26,21,6
19,10,6,33,30,2
19,26,14,21,5,15
19,15,10,5,50,1
20,4,18,37,7,14
20,5,10,2,27,36
20,6,15,24,6,29
20,2,31,25,7,15
20,7,3,3,32,35
20,4,14,23,3,36
19,28,34,5,10,4
19,39,15,5,12,10
19,29,20,17,4,11
19,52,11,13,4,1
20,8,16,3,17,36
20,10,14,26,20,10
20,8,7,7,50,8
20,9,24,36,10,1
20,7,20,6,25,22
20,15,21,1,34,9
20,17,36,7,9,11
20,17,5,5,49,4
20,11,19,24,15,11
20,17,27,5,23,8
20,48,12,11,8,1
21,5,36,4,14,20
20,27,6,34,5,8
20,31,11,2,14,22
21,2,9,1,37,30
20,27,18,23,2,10
20,26,1,1,21,31
21,2,25,12,29,11
21,5,21,41,6,6
20,37,4,22,9,8
21,19,1,2,36,21
21,10,5,52,2,10
21,8,28,14,21,8
21,19,24,8,3,25
21,12,14,4,21,28
21,23,12,2,8,34
21,16,54,3,5,1
21,6,24,3,4,42
21,18,26,16,18,1
21,10,14,10,12,33
22,3,32,9,15,19
22,3,36,15,6,18
22,3,5,17,9,44
21,30,21,1,25,2
21,36,1,32,9,1
22,1,28,30,17,2
22,4,17,17,5,35
21,38,4,4,3,30
21,43,1,4,29,2
21,33,5,10,20,11
22,8,16,36,15,3
22,18,18,10,23,9
22,19,8,4,40,7
22,19,5,4,33,17
22,11,9,1,52,5
22,12,7,28,6,25
22,12,18,33,4,11
22,22,5,7,17,27
22,13,9,42,6,8
22,6,31,16,12,13
22,45,11,1,4,17
23,1,51,5,5,15
23,3,10,41,9,14
22,28,9,11,14,16
23,4,19,37,3,14
23,7,18,4,44,4
23,4,32,1,17,23
22,36,3,21,2,16
22,35,35,1,6,1
23,3,14,10,9,41
23,10,5,2,31,29
23,15,14,24,16,8
23,9,43,10,3,12
23,23,19,7,22,6
23,14,45,3,14,1
23,18,2,4,22,31
23,20,20,15,9,13
23,12,18,12,9,26
23,14,20,1,2,40
23,28,7,11,14,17
24,9,13,37,11,6
23,37,4,6,15,15
24,8,52,8,3,5
24,7,2,7,6,54
24,3,22,6,35,10
24,3,7,19,3,44
24,11,10,24,9,22
24,8,6,27,30,5
24,7,17,16,3,33
24,9,12,4,16,35
24,31,2,9,3,31
24,15,23,19,12,7
24,24,20,8,7,17
25,1,8,48,2,16
24,13,2,38,11,12
25,1,6,9,8,51
24,34,1,14,5,22
24,21,15,5,17,18
24,33,1,28,8,6
24,29,3,38,4,2
25,6,28,4,28,9
25,7,26,26,9,7
25,13,10,22,13,17
25,6,15,15,25,14
25,10,11,14,14,26
25,9,7,11,23,25
25,3,2,20,32,18
25,2,31,11,16,15
25,3,32,27,9,4
25,5,59,2,7,2
25,21,5,44,3,2
26,6,26,19,16,7
26,3,12,10,28,21
26,1,26,31,6,10
26,1,20,2,47,4
25,40,9,2,7,17
26,4,35,11,8,16
25,43,6,10,7,9
25,30,2,2,27,14
25,30,5,2,16,22
26,16,12,24,5,17
26,12,31,6,12,13
26,23,33,5,8,5
26,23,6,35,2,8
26,21,4,2,41,6
26,21,4,11,30,8
26,8,29,11,2,24
26,24,2,11,4,33
26,30,6,5,26,7
26,24,20,6,13,11
27,13,2,10,33,15
27,8,1,17,11,36
27,14,2,35,2,20
27,1,1,10,47,14
27,4,12,11,2,44
27,7,11,26,2,27
27,12,21,6,5,29
27,1,14,13,39,6
27,13,2,17,33,8
27,13,9,20,15,16
28,2,17,39,2,12
28,2,5,36,10,19
27,26,15,19,7,6
27,29,2,24,1,17
28,2,5,6,3,56
28,6,5,15,8,38
28,5,12,47,4,4
28,9,3,33,10,17
27,20,7,20,23,3
28,8,4,28,1,31
28,10,8,37,14,3
28,12,2,3,8,47
28,13,16,23,5,15
28,12,5,19,20,16
29,1,14,4,39,13
28,22,7,18,3,22
