1,13,56,30
1,2,81,16
1,5,35,59
1,4,46,49
1,10,87,2
1,10,65,24
1,18,3,78
1,15,37,47
1,11,35,53
1,14,55,30
1,24,6,69
1,39,22,38
1,38,44,17
1,24,39,36
1,21,71,7
1,24,52,23
1,20,50,29
1,22,23,54
1,40,4,55
1,31,22,46
1,61,5,33
1,50,29,20
1,82,12,5
1,75,2,22
1,79,16,4
1,45,53,1
1,41,49,9
1,81,5,13
1,47,38,14
1,63,27,9
2,13,19,66
2,16,41,41
2,17,10,71
2,17,55,26
1,92,5,2
2,3,44,51
2,4,63,31
1,88,2,9
2,5,41,52
2,16,44,38
2,22,24,52
2,32,13,53
2,28,36,34
2,23,55,20
2,24,30,44
2,38,31,29
2,34,51,13
2,35,12,51
2,40,41,17
2,33,61,4
2,47,26,25
2,73,8,17
2,56,30,12
2,68,8,22
2,46,3,49
2,71,23,4
2,51,2,45
2,69,3,26
2,41,34,23
2,76,3,19
3,11,20,66
3,13,12,72
3,6,45,46
3,5,79,13
3,1,47,49
3,16,10,71
3,7,17,73
3,12,10,75
3,5,3,89
3,16,63,18
3,25,16,56
3,35,22,40
3,27,68,2
3,25,47,25
3,36,31,30
3,22,60,15
3,26,57,14
3,19,9,69
3,19,15,63
3,20,74,3
3,48,34,15
3,45,13,39
3,52,23,22
3,82,4,11
4,1,56,39
3,43,47,7
3,42,7,48
3,78,2,17
3,54,7,36
3,65,21,11
4,5,35,56
4,6,79,11
4,5,90,1
4,5,27,64
4,7,7,82
4,17,59,20
4,9,32,55
4,12,46,38
4,14,32,50
4,15,74,7
4,29,4,63
4,29,34,33
4,32,41,23
4,36,30,30
4,31,18,47
4,29,42,25
4,32,51,13
4,26,69,1
4,39,10,47
4,33,42,21
5,3,46,46
4,53,6,37
4,89,6,1
4,72,14,10
4,51,44,1
5,1,46,48
4,48,8,40
4,84,7,5
4,54,4,38
4,79,5,12
5,21,35,39
5,21,36,38
5,6,84,5
5,20,26,49
5,12,28,55
5,23,29,43
5,20,43,32
5,11,25,59
5,14,39,42
5,23,3,69
5,32,21,42
5,30,43,22
5,42,25,28
5,31,24,40
5,27,55,13
5,35,18,42
5,39,16,40
5,49,45,1
5,27,15,53
5,28,24,43
5,79,3,13
5,64,7,24
5,56,28,11
5,50,26,19
5,66,28,1
5,51,1,43
5,59,18,18
5,58,34,3
5,58,29,8
5,57,31,7
6,26,26,42
6,13,43,38
6,13,26,55
6,9,61,24
6,13,53,28
6,23,36,35
6,9,82,3
6,11,50,33
6,8,13,73
6,23,15,56
6,32,45,17
6,34,48,12
6,28,55,11
6,50,32,12
6,46,2,46
6,37,49,8
6,39,18,37
6,56,8,30
6,28,24,42
6,43,39,12
6,67,2,25
6,60,12,22
6,67,7,20
6,66,25,3
7,2,77,14
7,6,85,2
7,6,69,18
7,6,24,63
6,79,14,1
7,3,70,20
7,34,39,20
7,13,66,14
7,27,3,63
7,21,63,9
7,21,1,71
7,16,23,54
7,18,27,48
7,18,12,63
7,29,53,11
7,28,45,20
7,54,31,8
7,51,28,14
7,53,36,4
7,44,9,40
7,45,38,10
7,35,45,13
7,65,20,8
7,56,13,24
7,50,14,29
7,78,1,14
8,9,80,3
8,18,38,36
8,16,59,17
8,2,1,89
8,15,75,2
8,1,82,9
8,17,43,32
8,8,72,12
8,12,40,40
8,12,33,47
8,26,43,23
8,29,46,17
8,29,47,16
8,39,12,41
8,23,42,27
8,22,7,63
8,39,9,44
8,43,28,21
8,20,29,43
8,32,51,9
9,4,48,39
8,55,5,32
8,81,2,9
8,65,5,22
9,1,10,80
9,3,41,47
9,2,47,42
8,53,14,25
9,2,83,6
8,48,3,41
9,10,28,53
9,28,2,61
9,13,31,47
9,18,33,40
9,12,58,21
9,25,26,40
9,22,50,19
9,22,16,53
9,20,15,56
9,9,68,14
9,48,19,24
9,45,11,35
9,30,34,27
9,39,47,5
9,40,48,3
9,35,10,46
9,47,21,23
9,44,45,2
9,55,17,19
9,44,46,1
10,4,35,51
9,65,5,21
10,8,20,62
9,70,19,2
10,6,48,36
10,13,33,44
10,4,5,81
10,11,57,22
10,12,13,65
9,80,6,5
10,32,17,41
10,33,47,10
10,19,55,16
10,27,41,22
10,21,63,6
10,24,47,19
10,37,41,12
10,38,24,28
10,16,34,40
10,19,7,64
10,55,16,19
10,83,2,5
10,69,8,13
10,48,17,25
10,75,13,2
11,2,11,76
10,53,21,16
10,55,31,4
10,46,12,32
11,1,77,11
11,22,36,31
11,18,35,36
11,26,6,57
11,23,1,65
11,17,37,35
11,19,8,62
11,9,34,46
11,25,50,14
11,12,26,51
11,24,32,33
11,31,38,20
11,38,35,16
11,50,38,1
11,29,9,51
11,33,10,46
11,38,17,34
11,39,26,24
11,36,28,25
11,42,29,18
11,28,48,13
11,85,2,2
11,64,17,8
12,5,14,69
12,9,6,73
11,66,7,16
12,8,25,55
12,13,25,50
11,67,15,7
12,6,28,54
11,73,7,9
12,34,16,38
12,28,35,25
12,23,53,12
12,33,45,10
12,33,4,51
12,20,8,60
12,31,36,21
12,31,17,40
12,39,2,47
12,17,57,14
12,72,10,6
12,51,33,4
13,2,43,42
12,54,27,7
12,64,3,21
12,46,32,10
12,47,13,28
12,79,7,2
13,3,25,59
12,47,38,3
13,13,28,46
13,22,58,7
13,16,23,48
13,24,6,57
13,25,38,24
13,20,13,54
13,17,69,1
13,14,52,21
13,30,55,2
13,25,59,3
13,33,19,35
13,59,6,22
13,47,11,29
13,39,32,16
13,47,38,2
13,33,43,11
13,77,1,9
13,46,32,9
13,33,17,37
13,76,7,4
14,11,47,28
14,11,48,27
14,6,18,62
14,3,74,9
14,17,54,15
14,21,48,17
14,9,50,27
14,5,37,44
14,8,28,50
14,19,30,37
14,53,17,16
14,33,2,51
14,28,39,19
14,57,4,25
14,42,27,17
14,27,44,15
14,43,34,9
14,34,27,25
14,54,8,24
14,46,5,35
14,74,11,1
15,9,66,10
15,2,19,64
15,2,34,49
15,7,66,12
15,3,37,45
15,5,46,34
15,9,5,71
15,6,62,17
15,11,49,25
15,31,29,25
15,39,12,34
15,20,29,36
15,21,48,16
15,31,36,18
15,34,36,15
15,24,39,22
15,30,51,4
15,32,26,27
15,20,38,27
15,57,5,23
15,52,27,6
16,2,79,3
16,1,52,31
16,11,27,46
16,5,24,55
16,8,37,39
15,48,36,1
16,1,14,69
15,56,14,15
16,13,15,56
16,26,25,33
16,32,20,32
16,22,40,22
16,21,60,3
16,32,14,38
16,30,49,5
16,34,40,10
16,31,29,24
16,19,59,6
17,3,41,39
16,60,15,9
17,4,19,60
17,5,34,44
16,57,3,24
17,7,58,18
17,2,54,27
17,1,22,60
17,2,50,31
17,4,34,45
17,24,10,49
17,31,2,50
17,20,42,21
17,20,27,36
17,30,49,4
17,28,35,20
17,20,23,40
17,27,15,41
17,10,8,65
17,29,27,27
17,48,27,8
17,47,16,20
17,33,44,6
17,45,20,18
17,37,28,18
17,47,32,4
17,58,12,13
17,53,23,7
17,54,18,11
18,1,8,73
18,19,48,15
18,10,4,68
18,14,39,29
18,15,41,26
18,29,26,27
18,19,14,49
18,9,56,17
18,18,40,24
18,19,44,19
18,11,13,58
18,30,43,9
18,60,12,10
18,34,10,38
18,54,4,24
19,1,18,62
18,57,20,5
18,61,2,19
18,37,28,17
18,45,22,15
18,43,8,31
19,7,10,64
19,23,3,55
19,5,59,17
19,5,8,68
19,10,57,14
19,8,3,70
19,4,9,68
19,20,4,57
19,21,11,49
19,10,38,33
20,1,21,58
19,60,1,20
19,33,32,16
19,43,35,3
19,31,33,17
19,56,22,3
19,44,3,34
19,53,22,6
20,3,11,66
19,36,5,40
20,19,21,40
20,11,30,39
20,10,39,31
20,22,3,55
20,22,46,12
20,7,2,71
20,13,4,63
20,11,7,62
20,27,12,41
20,25,33,22
20,42,5,33
20,69,7,4
20,55,7,18
20,44,25,11
20,28,13,39
20,38,31,11
20,50,25,5
21,2,76,1
20,41,32,7
20,35,15,30
21,18,38,23
21,5,52,22
21,15,62,2
21,27,21,31
21,5,31,43
21,13,28,38
21,16,10,53
21,26,35,18
21,13,53,13
21,9,29,41
21,65,3,11
21,48,24,7
21,56,18,5
22,4,14,60
21,37,39,3
21,61,16,2
21,52,24,3
21,34,22,23
22,3,72,3
21,36,33,10
22,24,32,22
22,8,33,37
22,15,22,41
22,12,64,2
22,31,7,40
22,17,56,5
22,13,40,25
22,8,54,16
22,22,31,25
22,19,48,11
23,1,39,37
22,57,10,11
22,68,7,3
22,48,6,24
23,5,17,55
23,2,60,15
23,8,14,55
22,56,20,2
23,1,71,5
23,5,51,21
23,33,34,10
23,19,4,54
23,22,41,14
23,12,12,53
23,30,5,42
23,28,2,47
23,36,5,36
23,37,23,17
23,8,66,3
23,25,29,23
24,3,18,55
24,10,2,64
24,8,41,27
23,45,24,8
24,1,15,60
24,8,49,19
23,46,12,19
24,8,21,47
24,8,10,58
23,68,4,5
24,37,24,15
24,39,21,16
24,17,38,21
24,19,2,55
24,24,22,30
24,32,36,8
24,36,25,15
24,21,47,8
24,24,33,19
24,31,40,5
24,54,21,1
25,10,38,27
24,63,5,8
25,18,10,47
25,13,56,6
24,58,15,3
24,56,14,6
25,2,52,21
25,10,30,35
25,4,50,21
25,29,28,18
25,39,25,11
25,62,10,3
25,35,23,17
25,44,15,16
25,25,7,43
25,48,6,21
25,35,37,3
25,28,12,35
25,58,15,2
26,13,1,60
26,24,40,10
26,25,12,37
26,6,67,1
26,16,15,43
26,17,9,48
26,1,42,31
26,6,33,35
26,13,2,59
26,19,16,39
26,31,5,38
27,2,49,22
26,30,13,31
27,4,15,54
26,29,11,34
27,3,59,11
26,30,27,17
26,30,42,2
27,5,45,23
27,5,43,25
27,28,34,11
27,14,18,41
27,22,33,18
27,23,37,13
27,18,53,2
27,24,13,36
27,21,1,51
27,9,62,2
27,14,3,56
27,30,21,22
27,44,13,16
28,5,2,65
28,10,8,54
27,52,20,1
27,51,7,15
27,52,10,11
28,6,14,52
28,7,17,48
27,55,10,8
27,58,3,12
28,29,17,26
28,25,4,43
28,38,21,13
28,38,28,6
28,58,2,12
28,55,10,7
28,23,15,34
28,43,28,1
28,58,3,11
29,2,54,15
29,23,29,19
29,12,8,51
29,5,15,51
29,23,22,26
29,24,21,26
29,27,34,10
29,6,48,17
29,3,53,15
29,28,25,18
29,18,11,42
29,46,22,3
29,45,8,18
30,4,54,12
30,4,49,17
30,4,23,43
30,10,6,54
29,39,19,13
29,36,16,19
29,40,1,30
30,8,53,9
30,28,7,35
30,41,20,9
30,31,37,2
30,34,10,26
30,32,11,27
30,54,14,2
30,28,19,23
30,35,32,3
30,26,39,5
30,31,1,38
31,23,2,44
31,12,1,56
31,23,37,9
31,32,9,28
31,27,25,17
31,5,43,21
31,31,6,32
31,27,11,31
31,20,2,47
31,31,16,22
31,49,14,6
31,50,4,15
31,49,5,15
32,12,36,20
32,14,53,1
31,53,3,13
31,35,21,13
31,43,20,6
31,52,14,3
32,2,3,63
32,24,29,15
32,16,44,8
32,43,4,21
32,24,17,27
32,30,28,10
32,30,5,33
32,20,43,5
32,51,11,6
33,2,36,29
32,44,4,20
33,8,27,32
33,5,42,20
33,18,8,41
33,14,39,14
33,19,39,9
33,10,50,7
33,6,7,54
33,15,10,42
33,23,15,29
33,26,33,8
34,5,41,20
34,6,16,44
34,9,16,41
34,4,48,14
34,8,16,42
34,22,13,31
34,1,64,1
34,17,9,40
34,10,27,29
34,24,5,37
34,42,23,1
35,1,62,2
34,24,25,17
35,6,22,37
35,1,33,31
35,10,43,12
35,8,24,33
34,30,2,34
34,46,10,10
34,33,14,19
35,22,20,23
35,15,25,25
35,27,31,7
35,22,36,7
35,33,3,29
35,23,7,35
35,35,29,1
35,18,31,16
35,17,33,15
35,29,13,23
36,22,3,39
36,6,14,44
36,34,20,10
36,20,5,39
36,5,23,36
36,17,23,24
36,36,24,4
36,10,45,9
36,26,6,32
36,9,52,3
37,24,25,14
37,22,22,19
37,18,4,41
37,2,15,46
37,2,58,3
37,8,44,11
37,6,4,53
37,25,17,21
37,2,53,8
37,4,6,53
38,22,6,34
37,33,26,4
38,9,50,3
37,37,24,2
37,34,9,20
38,21,38,3
38,17,42,3
38,21,13,28
38,1,22,39
37,38,12,13
39,13,30,18
39,9,39,13
39,14,11,36
38,49,4,9
38,35,6,21
38,52,6,4
38,36,11,15
39,13,38,10
38,27,23,12
38,31,13,18
39,27,13,21
40,4,27,29
39,20,32,9
39,26,19,16
40,5,7,48
40,3,37,20
40,11,34,15
40,5,30,25
40,10,34,16
39,27,32,2
40,38,19,3
40,15,2,43
40,16,12,32
41,2,55,2
41,9,31,19
40,39,20,1
40,42,4,14
40,30,8,22
40,39,9,12
40,53,3,4
41,46,3,10
41,18,24,17
41,27,9,23
41,21,12,26
42,3,39,16
41,30,9,20
41,16,33,10
41,29,7,23
42,3,52,3
41,13,17,29
42,18,36,4
42,9,44,5
42,24,10,24
