44,4,4,6,42
44,7,2,45,2
2,48,33,8,9
5,4,13,6,72
7,30,11,37,15
19,28,20,13,20
46,14,2,8,30
29,38,6,4,23
8,6,34,15,37
1,36,18,14,31
27,2,23,41,7
51,1,40,4,4
22,45,18,13,2
11,4,13,5,67
5,8,8,74,5
7,4,13,49,27
66,10,5,14,5
43,42,5,6,4
5,16,7,52,20
34,34,7,5,20
8,26,7,26,33
2,20,14,46,18
27,19,19,10,25
5,5,15,14,61
61,4,1,16,18
6,5,28,13,48
4,22,47,17,10
18,9,3,49,21
8,51,15,1,25
3,23,37,26,11
50,7,9,20,14
18,10,48,22,2
4,73,7,2,14
24,29,26,11,10
1,1,26,67,5
22,5,1,35,37
31,15,38,7,9
6,36,13,9,36
11,48,32,5,4
3,10,54,32,1
75,8,5,6,6
25,16,15,30,14
1,37,31,17,14
15,7,5,6,67
10,77,3,6,4
24,39,13,18,6
16,6,3,69,6
12,3,23,59,3
14,40,28,14,4
25,23,1,3,48
10,2,52,35,1
4,40,4,39,13
6,52,12,5,25
48,27,10,14,1
17,37,27,6,13
28,23,17,27,5
11,4,22,17,46
7,8,13,13,59
15,31,17,25,12
7,12,53,2,26
51,29,3,6,11
1,62,7,2,28
15,4,34,23,24
7,45,31,14,3
8,15,52,11,14
27,24,4,31,14
3,2,38,42,15
23,2,17,8,50
14,28,8,46,4
9,2,4,69,16
35,33,3,12,17
30,18,3,18,31
15,6,7,29,43
6,20,24,42,8
6,7,41,41,5
24,14,7,45,10
40,9,22,24,5
19,15,15,8,43
22,23,8,7,40
21,12,26,19,22
19,30,18,18,15
3,30,12,1,54
6,7,57,3,27
36,4,18,7,35
24,8,26,18,24
6,13,25,26,30
29,48,1,13,9
9,4,14,43,30
6,6,75,11,2
38,18,9,34,1
21,16,7,33,23
16,8,27,36,13
12,32,40,9,7
23,5,63,4,5
34,8,39,6,13
11,32,8,10,39
1,40,16,19,24
20,54,8,9,9
1,3,6,86,4
44,10,26,7,13
7,42,4,36,11
11,2,3,71,13
31,27,3,10,29
18,17,41,6,18
17,11,21,19,32
25,42,3,2,28
1,4,59,26,10
29,29,7,33,2
6,23,25,8,38
31,13,18,3,35
26,29,21,23,1
26,15,28,8,23
7,17,9,39,28
35,5,6,29,25
9,8,36,46,1
3,33,3,30,31
26,31,6,32,5
18,10,2,16,54
36,5,32,21,6
13,7,11,61,8
2,36,4,42,16
2,46,3,11,38
39,17,18,7,19
23,30,22,17,8
57,10,3,12,18
11,56,30,2,1
4,12,3,40,41
39,5,8,44,4
5,14,2,11,68
37,1,15,9,38
27,18,20,17,18
59,9,19,1,12
35,16,19,11,19
1,43,9,34,13
8,12,39,12,29
66,17,6,7,4
26,24,19,25,6
2,16,27,25,30
30,24,33,4,9
25,8,7,2,58
26,45,1,13,15
33,14,47,1,5
14,64,6,10,6
15,3,8,30,44
29,39,4,18,10
16,1,1,53,29
52,1,19,1,27
24,9,24,20,23
35,38,1,25,1
1,51,27,18,3
11,25,47,15,2
5,32,17,12,34
20,3,7,54,16
15,48,1,33,3
42,24,27,3,4
2,14,53,23,8
30,3,15,8,44
18,5,26,50,1
19,6,12,38,25
34,9,42,11,4
4,27,48,19,2
20,33,4,14,29
19,31,7,41,2
12,24,35,10,19
12,22,10,6,50
5,11,29,12,43
3,28,45,9,15
1,16,2,43,38
8,8,48,28,8
22,4,47,12,15
54,2,34,7,3
20,4,6,47,23
22,53,6,5,14
11,23,15,17,34
23,40,22,1,14
1,74,15,2,8
8,62,20,2,8
49,5,24,1,21
5,74,1,8,12
8,8,40,34,10
12,34,15,30,9
20,11,31,14,24
14,30,1,3,52
43,35,18,1,3
13,17,20,17,33
63,8,19,3,7
51,3,5,10,31
15,3,10,59,13
43,14,31,10,2
15,6,16,59,4
23,12,40,16,9
5,6,2,79,8
29,19,8,35,9
5,31,22,20,22
2,26,44,10,18
2,48,26,15,9
35,5,10,21,29
7,18,35,16,24
14,16,11,53,6
4,31,38,6,21
8,33,17,24,18
45,39,1,7,8
27,11,8,9,45
50,3,18,22,7
31,10,14,21,24
8,2,34,45,11
28,12,7,13,40
15,6,44,18,17
7,3,31,37,22
17,1,10,37,35
7,1,18,70,4
19,4,16,44,17
13,22,51,11,3
31,8,28,3,30
11,43,3,37,6
1,25,45,22,7
9,15,7,15,54
16,12,25,18,29
38,18,20,20,4
1,9,47,4,39
15,12,30,6,37
2,9,3,20,66
28,47,7,12,6
14,1,40,16,29
27,38,15,12,8
2,21,4,15,58
1,25,10,31,33
6,17,16,14,47
36,49,2,12,1
47,11,35,2,5
9,2,8,32,49
15,20,29,30,6
4,42,10,32,12
14,5,35,18,28
6,27,41,18,8
27,24,5,26,18
2,32,22,34,10
42,12,3,17,26
3,11,3,53,30
43,9,13,14,21
37,13,37,6,7
15,2,25,44,14
55,26,12,1,6
33,16,20,8,23
7,60,7,4,22
30,49,8,5,8
13,9,33,2,43
17,34,1,16,32
2,9,64,11,14
14,20,6,40,20
51,4,10,11,24
23,18,10,6,43
52,2,5,3,38
29,19,29,8,15
24,19,34,16,7
40,26,2,3,29
1,4,46,14,35
34,1,49,3,13
45,6,11,1,37
13,7,21,44,15
3,34,56,6,1
8,43,31,4,14
5,57,2,32,4
20,7,1,51,21
36,9,25,10,20
13,2,48,28,9
1,26,39,13,21
23,15,33,14,15
59,6,7,14,14
35,2,30,7,26
2,44,14,35,5
13,19,9,29,30
18,23,41,10,8
48,2,7,30,13
10,2,63,19,6
10,9,41,3,37
24,44,18,13,1
16,60,3,15,6
16,13,2,24,45
6,45,27,11,11
7,20,16,25,32
11,12,33,10,34
60,2,16,10,12
33,36,16,7,8
28,3,5,4,60
2,3,14,67,14
21,14,4,1,60
20,45,26,6,3
21,1,14,29,35
11,14,60,8,7
17,45,15,8,15
