9,9,19,20,43
26,36,2,24,12
37,10,3,10,40
25,18,26,21,10
12,37,16,22,13
2,17,27,16,38
6,49,8,2,35
12,38,21,5,24
21,38,14,22,5
5,26,42,1,26
17,43,5,9,26
41,4,26,20,9
7,5,1,59,28
56,28,3,11,2
1,26,15,20,38
24,13,11,8,44
7,44,11,26,12
22,10,19,31,18
26,8,27,26,13
33,9,19,36,3
13,25,9,25,28
23,10,14,13,40
29,1,26,19,25
6,20,20,34,20
11,23,37,22,7
8,16,11,18,47
18,13,39,25,5
29,29,22,15,5
32,57,1,5,5
48,19,11,1,21
63,8,24,3,2
24,12,29,23,12
19,25,25,12,19
6,16,2,13,63
23,2,59,14,2
31,9,5,8,47
21,6,8,6,59
9,33,9,23,26
1,6,64,4,25
31,11,14,5,39
10,33,33,16,8
32,1,39,6,22
2,53,39,3,3
18,4,3,62,13
33,1,20,41,5
11,12,15,22,40
2,15,44,27,12
60,13,6,8,13
17,35,10,32,6
26,37,4,19,14
1,12,81,2,4
10,3,40,46,1
14,29,27,17,13
1,31,33,21,14
14,16,22,31,17
20,16,3,12,49
18,18,11,43,10
5,21,28,6,40
13,9,48,22,8
9,47,7,11,26
10,19,18,8,45
65,1,13,16,5
3,7,11,37,42
57,4,12,25,2
10,49,10,20,11
4,75,11,1,9
22,3,3,67,5
14,53,3,11,19
16,81,1,1,1
3,59,17,5,16
3,22,16,14,45
6,6,37,27,24
53,32,1,6,8
8,17,24,19,32
28,5,8,10,49
47,18,13,12,10
26,10,34,22,8
24,11,26,1,38
55,2,12,2,29
16,10,6,11,57
8,17,8,45,22
6,12,4,5,73
5,24,9,30,32
19,5,7,26,43
40,16,1,35,8
8,4,40,18,30
9,3,15,42,31
6,8,49,13,24
7,56,20,10,7
54,5,3,27,11
26,16,19,9,30
44,6,21,16,13
26,4,16,2,52
20,38,32,2,8
54,8,14,19,5
19,11,26,34,10
2,12,14,29,43
20,29,2,15,34
55,1,26,1,17
8,40,7,26,19
11,4,24,40,21
22,41,21,8,8
7,58,5,12,18
28,4,26,41,1
2,19,6,22,51
2,37,50,6,5
9,3,54,2,32
27,28,12,18,15
9,72,13,1,5
32,1,15,9,43
9,22,49,6,14
13,15,3,33,36
62,20,2,9,7
14,50,13,4,19
34,2,13,22,29
28,17,10,6,39
3,38,5,42,12
11,27,28,6,28
11,39,16,7,27
11,36,15,36,2
34,6,30,22,8
14,15,21,6,44
73,6,8,9,4
44,5,28,4,19
13,39,8,34,6
28,33,28,2,9
32,18,10,5,35
20,14,12,6,48
22,7,9,23,39
22,29,3,15,31
21,24,27,16,12
13,30,5,47,5
10,7,17,45,21
